context,resolved_context,context_nouns,subcluster,subcluster_id
 So I’ve been dating on and off this guy for almost 3 years He is 3 years younger than me During our relationship we had always had issues First he wouldn’t call me he would prefer to go out with his friends than me he wouldn’t even remember the day of our anniversary or things like that we kind of tried to work all that out but I’ve always felt that he really doesn’t love and care about me even though he says he loves me Also he has lied to me during this time first once he went to a party and when I asked him if he did he lied to me in my face What bothered me was the fact that he had pictures dancing almost rubbing himself with another girl He lied in my face when I asked!,"CorefResult(text="" So I’ve been dating on and off this guy for almos..."", clusters=[['this guy', 'He', 'he', 'he', 'his', 'he', 'he', 'he', 'he', 'he', 'he', 'him', 'he', 'he', 'he', 'himself', 'He'], ['I', 'me', 'me', 'me', 'I', 'me', 'me', 'me', 'I', 'me', 'my', 'me', 'my', 'I'], ['our', 'we', 'our', 'we'], ['my face', 'my face']])","['this guy', 'almost 3 years', 'our relationship', 'issues', 'his friends', 'the day', 'our anniversary', 'things', 'this time', 'a party', 'my face', 'the fact', 'pictures', 'another girl', 'my face']",love (Supportive Actions),3
he would make me trust him again Months later I found out he is talking to a girl over the internet and he even met her and when I asked him if he knew her he said no again lie to me in my face looking at my eyes After that he went away in a trip and disappear for the whole trip without trying to reach me and also told me that his phone didn’t have coverage there that’s why he didn’t take it…(another lie!),"CorefResult(text=""he would make me trust him again Months later I fo..."", clusters=[['he', 'him', 'he', 'he', 'him', 'he', 'he', 'he', 'his', 'he'], ['me', 'I', 'I', 'me', 'my', 'my', 'me', 'me'], ['a girl', 'her', 'her'], ['a trip', 'the whole trip']])","['a girl', 'the internet', 'my face', 'my eyes', 'a trip', 'the whole trip', 'his phone', 'coverage', 'lie']",trust (general),
after all that I broke up with him…I think he doesn’t respect me because he is always adding girls on myspace and trying to meet girls…we meet 5 months after we broke up and now he is asking me for a second chance…we had sex once after the breakup I think he only looks for me whenever he wants to have sex…I still have feelings for him that’s why I always end up accepting whatever he says,"CorefResult(text=""after all that I broke up with him…I think he does..."", clusters=[['I', 'I', 'me', 'me', 'I', 'me', 'I', 'I'], ['him', 'he', 'he', 'he', 'he', 'he', 'him', 'he'], ['we', 'we', 'we'], ['broke', 'the breakup']])","['girls', 'girls', 'a second chance', 'sex', 'the breakup', 'sex', 'feelings']",respect (general),
He says he is gonna make it up that he has change an that now he is more mature but he had lied and hurt me so much that I feel that I love him,"CorefResult(text=""He says he is gonna make it up that he has change ..."", clusters=[['He', 'he', 'he', 'he', 'he', 'him'], ['me', 'I', 'I']])",[],love (Supportive Actions),0
My mother thought it would be best if she moved my brother and I back to the US where we would have family support I was very depressed because my dad was my hero and I blamed my mom for everything that went wrong I felt like no one understood me mostly because we live in a very remote and rural part of the state When my dad came back he wanted a divorce from my mother A few years earlier my mother had to have surgery on her hip my dad left her in the hospital and met a woman at a bar They hooked up and my mom was devestated,"CorefResult(text=""My mother thought it would be best if she moved my..."", clusters=[['My mother', 'she', 'my mom', 'my mother', 'my mother', 'her', 'her', 'my mom'], ['My', 'my', 'I', 'I', 'my', 'my', 'I', 'my', 'I', 'me', 'my', 'my', 'my', 'my', 'my'], ['we', 'we'], ['my dad', 'he', 'my dad']])","['My mother', 'my brother', 'family support', 'my dad', 'my hero', 'my mom', 'no one', 'a very remote and rural part', 'the state', 'my dad', 'a divorce', 'my mother', 'my mother', 'surgery', 'her hip', 'my dad', 'the hospital', 'a woman', 'a bar', 'my mom']",blame (general),
My mother thought it would be best if she moved my brother and I back to the US where we would have family support I was very depressed because my dad was my hero and I blamed my mom for everything that went wrong I felt like no one understood me mostly because we live in a very remote and rural part of the state When my dad came back he wanted a divorce from my mother A few years earlier my mother had to have surgery on her hip my dad left her in the hospital and met a woman at a bar They hooked up and my mom was devestated,"CorefResult(text=""My mother thought it would be best if she moved my..."", clusters=[['My mother', 'she', 'my mom', 'my mother', 'my mother', 'her', 'her', 'my mom'], ['My', 'my', 'I', 'I', 'my', 'my', 'I', 'my', 'I', 'me', 'my', 'my', 'my', 'my', 'my'], ['we', 'we'], ['my dad', 'he', 'my dad']])","['My mother', 'my brother', 'family support', 'my dad', 'my hero', 'my mom', 'no one', 'a very remote and rural part', 'the state', 'my dad', 'a divorce', 'my mother', 'my mother', 'surgery', 'her hip', 'my dad', 'the hospital', 'a woman', 'a bar', 'my mom']",blame (general),
My mother thought it would be best if she moved my brother and I back to the US where we would have family support I was very depressed because my dad was my hero and I blamed my mom for everything that went wrong I felt like no one understood me mostly because we live in a very remote and rural part of the state When my dad came back he wanted a divorce from my mother A few years earlier my mother had to have surgery on her hip my dad left her in the hospital and met a woman at a bar They hooked up and my mom was devestated,"CorefResult(text=""My mother thought it would be best if she moved my..."", clusters=[['My mother', 'she', 'my mom', 'my mother', 'my mother', 'her', 'her', 'my mom'], ['My', 'my', 'I', 'I', 'my', 'my', 'I', 'my', 'I', 'me', 'my', 'my', 'my', 'my', 'my'], ['we', 'we'], ['my dad', 'he', 'my dad']])","['My mother', 'my brother', 'family support', 'my dad', 'my hero', 'my mom', 'no one', 'a very remote and rural part', 'the state', 'my dad', 'a divorce', 'my mother', 'my mother', 'surgery', 'her hip', 'my dad', 'the hospital', 'a woman', 'a bar', 'my mom']",understand (general),
We were in the same grade and best pals of each other Two years back I realized that I love him unconditionally and what all we shared was not merely friendship,"CorefResult(text=""We were in the same grade and best pals of each ot..."", clusters=[['We', 'each other', 'we'], ['I', 'I']])","['the same grade', 'best pals']",love (Supportive Actions),0
But I still loved him,"CorefResult(text=""But I still loved him"", clusters=[])",[],love (Supportive Actions),0
and he isnt an abuser i guess my question is what can cause this she was normal up untill that one night i came home from work i miss my wife,"CorefResult(text=""and he isnt an abuser i guess my question is what ..."", clusters=[['i', 'my', 'i', 'i', 'my']])","['an abuser', 'my question', 'work', 'my wife']",miss (general),
He mentally and physically abused me and I felt trap with him because of our lease and my continued feelings of conflicted affection and love for him Finally after he told me that he wanted to break up last October despite still living together I began to mentally distance myself from him to avoid being hurt furthermore,"CorefResult(text=""He mentally and physically abused me and I felt tr..."", clusters=[['me', 'I', 'my', 'me', 'I', 'myself'], ['He', 'him', 'him', 'he', 'he', 'him']])","['trap', 'our lease', 'my continued feelings', 'conflicted affection', 'love']",abuse (general),
About a year ago I had an affair with a girl that I have broken off and had no contact with for said time I have done everything in my power to prove to my girlfriend that I’m faithful now Almost on a daily basis she accuses me of doing stuff behind her back to the point that I’m ready to leave her,"CorefResult(text=""About a year ago I had an affair with a girl that ..."", clusters=[['I', 'I', 'I', 'my', 'my', 'I', 'me', 'I'], ['my girlfriend', 'she', 'her', 'her']])","['an affair', 'a girl', 'no contact', 'said time', 'my power', 'my girlfriend', 'a daily basis', 'stuff', 'the point']",accuse (general),
My boyfriend and I have been together for a little under 4 years When we first started the relationship I tried to be upfront and honest that I struggled with emotional connection and affection I cared for him so much that I decided to see a therapist to remedy some issues that I had locked away for years Needless to say after I opened the flood gate memories came rushing back,"CorefResult(text=""My boyfriend and I have been together for a little..."", clusters=[['My', 'I', 'I', 'I', 'I', 'I', 'I', 'I'], ['My boyfriend and I', 'we'], ['My boyfriend', 'him']])","['My boyfriend', 'a little under 4 years', 'the relationship', 'emotional connection', 'affection', 'a therapist', 'some issues', 'years', 'the flood gate memories']",open (general),
But during my long distance I met another guy and I fell in love with him We ended it within a couple of months because he is married But even after 2 years I still have feelings for him and he has expressed his love several times and is willing to leave his wife I am confused what I should do I think I love both of them I cant hurt my to-be husband and our families but I also feel I will have a better life with the other I know this is very selfish of me,"CorefResult(text=""But during my long distance I met another guy and ..."", clusters=[['my', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'my', 'I', 'I', 'I', 'me'], ['him', 'he', 'him', 'he', 'his', 'his', 'my to-be husband'], ['We', 'both of them', 'our']])","['my long distance', 'another guy', 'love', 'a couple', 'months', '2 years', 'feelings', 'his love', 'his wife', 'my to-be husband', 'our families', 'a better life']",love (Supportive Actions),0
I recently asked him to spank me as punishment when I disrespect him by fighting with him or raising my voice to him and there are a few other rules we set when I asked him for this My parents did not have a relationship like this it is just something I have felt and needed within myself since I married my husband After he spanks me there is no sex – it is strictly a discipline session,"CorefResult(text=""I recently asked him to spank me as punishment whe..."", clusters=[['I', 'me', 'I', 'my', 'I', 'My', 'I', 'myself', 'I', 'me'], ['him', 'him', 'him', 'him', 'him', 'he'], ['spanks', 'it']])","['punishment', 'my voice', 'a few other rules', 'My parents', 'a relationship', 'my husband', 'no sex', 'a discipline session']",marry (general),
