id,text_id,context,relationship,relation,relation_cluster,relation_cluster_label,Dominant Distortion,Secondary Distortion (Optional)
153,999,Hello I have been friend with a guy since grade 6th We were in the same grade and best pals of each other Two years back I realized that I love him unconditionally and what all we shared was not merely friendship but I had other feelings for him First I thought the feelings were mutual and so did all our common friends told me But when I proposed the GUY he refused me and said he never felt so And everybody including his brother and cousin who are my good friends too have taken his feelings for me wrongly He was just a friend to me always and had no such feelings for me He certainly stopped talking to me No contacts at all for 8 months But I still loved him n I still do I was always concerned about him So kept a detail about him through his brother and friends but he fought with them too At a point of time he broke all his ties with everyone and entered a new life,"('love', 'I', 'him')",love,1,Interpersonal Beliefs / Emotions,No Distortion,
154,1005,7 weeks ago my wife had a full hystorectomy done because she had really bad abdominal pains almost 2 weeks ago (wednesday) i came home from work and she was crying and was very emotional and wouldnt stop talking about her past and her family i expected this kind of behavior considering the surgery and comforted her this went on for a few days then she became fully convinced that our neighbor (her best friend) wanted her to call child protective services on her husband because of abuse the strange thing was she never actually talked to friend about it this idea then began taking over everything she did and she couldnt really fuction and was confused a lot of the time we also have twin boys which are 3yrs of age and she is a stay at home mother so finally her friend and i sat her down and had a long talk about her conserns regaurding her friend’s family (sunday) everything seemed to be fine after thatfor a couple days tuesday afternoon hit and i was to be away on a trip for 10 days i thought she was fine she was acting like herself again well on wednesday i got a call from my fist sergeant (i am in the air force) saying my wife was on base and asking for help because her friend’s husband was trying to hurt our kids she thought that while she and our boys were sleeping he broke into our house physically abused my sons then left she was convinced that my boys have bruises on them well she was escorted to the ER and i called a buddy of mine to watch the boys for me untill i was able to catch the next flight back home she has been in the hospital for 4 days and they are still trying to figure out what is wrong with her this was out of the blue i mean it was like a light switch that went off in her head even when i go and visit her she is absolutely convinced that her friend’s husband is trying to hurt our boys when in fact is our boys were never hurt and he isnt an abuser i guess my question is what can cause this she was normal up untill that one night i came home from work i miss my wife,"('miss', 'i', 'wife')",miss,1,Interpersonal Beliefs / Emotions,No Distortion,
155,1006,My boyfriend of three years and I have had a rocky relationship We enjoyed the usual bliss when we first got together however after talk of serious commitment came up and we moved out together last year I saw an ugly side of him rear up! He mentally and physically abused me and I felt trap with him because of our lease and my continued feelings of conflicted affection and love for him Finally after he told me that he wanted to break up last October despite still living together I began to mentally distance myself from him to avoid being hurt furthermore,"('abuse', 'He', 'me')",abuse,2,Relational Harm,No Distortion,
156,1008,About a year ago I had an affair with a girl that I have broken off and had no contact with for said time I have done everything in my power to prove to my girlfriend that I’m faithful now Almost on a daily basis she accuses me of doing stuff behind her back to the point that I’m ready to leave her,"('accuse', 'she', 'me')",accuse,1,Interpersonal Beliefs / Emotions,No Distortion,
157,1010,My boyfriend and I have been together for a little under 4 years When we first started the relationship I tried to be upfront and honest that I struggled with emotional connection and affection I cared for him so much that I decided to see a therapist to remedy some issues that I had locked away for years Needless to say after I opened the flood gate memories came rushing back,"('open', 'I', 'memories')",open,0,Supportive Actions,No Distortion,
158,1011,I have been in love with one guy for the past 8 years We also had a 3 yr long distance relationship But we made it through all odds and are now going to get married by end of this year But during my long distance I met another guy and I fell in love with him We ended it within a couple of months because he is married But even after 2 years I still have feelings for him and he has expressed his love several times and is willing to leave his wife I am confused what I should do I think I love both of them I cant hurt my to-be husband and our families but I also feel I will have a better life with the other I know this is very selfish of me but I am really torn apart so please help,"('love', 'I', 'both')",love,1,Interpersonal Beliefs / Emotions,No Distortion,
159,1012,…and spanked for punishment Why do I have this innate need to be dominated by my husband? I recently asked him to spank me as punishment when I disrespect him by fighting with him or raising my voice to him and there are a few other rules we set when I asked him for this My parents did not have a relationship like this it is just something I have felt and needed within myself since I married my husband After he spanks me there is no sex – it is strictly a discipline session and then we just move on So i don’t believe i would call it a fetish so to speak,"('marry', 'I', 'husband')",marry,1,Interpersonal Beliefs / Emotions,No Distortion,
160,1016,I have been married for 4 years now We met 6 months before getting married My wife was a virgin when she married me and I was not Our relationship is great and we love each other a lot No problems And if we have any arguments we resolve our conflicts before we go to be that night,"('marry', 'I', 'years')",marry,1,Interpersonal Beliefs / Emotions,No Distortion,
161,1016,I have been married for 4 years now We met 6 months before getting married My wife was a virgin when she married me and I was not Our relationship is great and we love each other a lot No problems And if we have any arguments we resolve our conflicts before we go to be that night,"('marry', 'she', 'me')",marry,1,Interpersonal Beliefs / Emotions,No Distortion,
162,1016,I have been married for 4 years now We met 6 months before getting married My wife was a virgin when she married me and I was not Our relationship is great and we love each other a lot No problems And if we have any arguments we resolve our conflicts before we go to be that night,"('love', 'we', 'other')",love,1,Interpersonal Beliefs / Emotions,No Distortion,
163,1016,I have been married for 4 years now We met 6 months before getting married My wife was a virgin when she married me and I was not Our relationship is great and we love each other a lot No problems And if we have any arguments we resolve our conflicts before we go to be that night,"('love', 'we', 'problems')",love,1,Interpersonal Beliefs / Emotions,No Distortion,
